iid,gender,pid,match,age,race,imprace,imprelig,from,income,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,QUE BUSCA ,Attractive1,Sincere1,Intelligent1,Fun1,Ambitious1,Has shared interests/hobbies1,DESPUES DE CITA,Decision,Attractive,Sincere,Intelligent,Fun,Ambitious,Shared Interests/Hobbies,like,prob,QUE PIENSA DE SI MISMO,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2
194,0,226,0,24,2,9,9,New York,"65,708.00",3,2,Psychologist,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,QUE BUSCA ,16,16,20,16,18,14,DESPUES DE CITA,1,10,8,8,8,8,7,7,6,QUE PIENSA DE SI MISMO,10,10,10,8,10
194,0,227,0,24,2,9,9,New York,"65,708.00",3,2,Psychologist,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,QUE BUSCA ,16,16,20,16,18,14,DESPUES DE CITA,1,10,8,7,7,9,6,7,5,QUE PIENSA DE SI MISMO,10,10,10,8,10
194,0,228,0,24,2,9,9,New York,"65,708.00",3,2,Psychologist,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,QUE BUSCA ,16,16,20,16,18,14,DESPUES DE CITA,0,7,10,10,6,10,5,6,4,QUE PIENSA DE SI MISMO,10,10,10,8,10
194,0,229,0,24,2,9,9,New York,"65,708.00",3,2,Psychologist,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,QUE BUSCA ,16,16,20,16,18,14,DESPUES DE CITA,1,8,9,8,6,7,7,7,6,QUE PIENSA DE SI MISMO,10,10,10,8,10
194,0,230,0,24,2,9,9,New York,"65,708.00",3,2,Psychologist,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,QUE BUSCA ,16,16,20,16,18,14,DESPUES DE CITA,0,6,10,9,8,8,6,5,5,QUE PIENSA DE SI MISMO,10,10,10,8,10
194,0,231,0,24,2,9,9,New York,"65,708.00",3,2,Psychologist,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,QUE BUSCA ,16,16,20,16,18,14,DESPUES DE CITA,1,8,10,9,8,8,7,7,7,QUE PIENSA DE SI MISMO,10,10,10,8,10
194,0,232,0,24,2,9,9,New York,"65,708.00",3,2,Psychologist,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,QUE BUSCA ,16,16,20,16,18,14,DESPUES DE CITA,0,5,10,9,6,7,6,5,7,QUE PIENSA DE SI MISMO,10,10,10,8,10
194,0,233,0,24,2,9,9,New York,"65,708.00",3,2,Psychologist,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,QUE BUSCA ,16,16,20,16,18,14,DESPUES DE CITA,0,6,7,9,7,8,6,7,5,QUE PIENSA DE SI MISMO,10,10,10,8,10
195,0,214,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,8,7,10,8,9,9,10,1,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,215,1,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,1,7,8,9,9,8,9,10,8,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,216,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,5,8,7,6,8,6,6,7,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,217,1,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,1,9,6,10,7,9,6,6,7,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,218,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,6,10,10,5,9,6,7,6,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,219,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,9,10,9,9,8,9,9,7,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,220,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,5,10,9,8,9,6,9,8,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,221,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,7,8,7,7,8,6,7,5,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,222,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,4,5,10,5,6,4,5,7,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,223,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,6,8,10,5,7,6,8,6,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,224,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,8,8,10,6,7,7,8,7,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,225,1,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,1,6,7,8,9,8,7,8,8,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,226,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,1,10,9,9,8,9,6,7,7,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,227,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,9,7,7,6,6,6,7,8,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,228,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,8,9,10,5,5,5,6,6,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,229,1,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,1,8,8,9,9,8,6,7,9,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,230,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,6,7,6,6,6,5,5,8,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,231,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,6,10,9,8,10,9,9,9,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,232,0,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,0,5,6,7,4,6,4,5,7,QUE PIENSA DE SI MISMO,9,7,9,8,7
195,0,233,1,27,2,3,9,"Rochester, NY","49,466.00",2,1,professional student,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,QUE BUSCA ,15.38,19.23,19.23,19.23,13.46,13.46,DESPUES DE CITA,1,6,9,10,9,8,7,7,7,QUE PIENSA DE SI MISMO,9,7,9,8,7
196,0,214,1,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,1,5,8,7,9,8,5,6,5,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,215,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,1,5,6,7,6,7,5,6,5,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,216,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,2,3,5,5,,,7,7,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,217,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,1,6,8,7,6,7,9,8,8,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,218,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,2,3,3,2,,,2,1,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,219,1,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,1,6,7,7,7,7,8,7,8,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,220,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,4,4,3,3,3,,2,5,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,221,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,3,6,4,3,3,,3,3,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,222,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,2,6,4,2,1,2,2,2,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,223,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,2,7,7,5,,,3,1,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,224,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,2,5,3,2,,,1,3,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,225,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,3,4,4,4,5,2,2,3,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,226,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,5,4,5,5,5,3,3,5,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,227,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,5,5,4,2,3,3,3,5,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,228,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,2,5,3,2,,,1,3,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,229,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,3,3,5,3,6,,3,5,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,230,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,2,3,3,3,3,,3,5,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,231,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,3,6,7,8,,3,4,2,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,232,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,3,5,4,3,3,,3,2,QUE PIENSA DE SI MISMO,9,9,9,9,9
196,0,233,0,25,4,1,6,"Taipei, Taiwan",,1,1,education,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,QUE BUSCA ,17.65,17.65,17.65,15.69,15.69,15.69,DESPUES DE CITA,0,2,8,7,3,,9,4,6,QUE PIENSA DE SI MISMO,9,9,9,9,9
197,0,214,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,7,7,7,4,4,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,215,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,8,8,8,8,8,1,4,6,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,216,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,6,7,7,7,4,4,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,217,1,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,1,8,9,9,7,9,4,7,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,218,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,8,7,6,8,3,4,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,219,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,8,6,7,4,4,9,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,220,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,7,7,7,5,4,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,221,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,7,7,7,4,4,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,222,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,7,7,7,4,4,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,223,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,7,7,7,5,5,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,224,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,8,8,8,7,7,4,5,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,225,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,7,7,7,4,4,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,226,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,8,8,8,8,2,6,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,227,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,7,7,7,3,5,4,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,228,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,7,7,7,4,5,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,229,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,7,7,7,4,4,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,230,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,7,6,7,3,4,5,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,231,1,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,1,10,10,10,10,10,10,10,1,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,232,1,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,1,10,10,10,10,10,10,10,1,QUE PIENSA DE SI MISMO,7,8,9,8,7
197,0,233,0,24,6,2,1,Berkeley,"53,229.00",4,3,Development work,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,QUE BUSCA ,14,18,20,18,16,14,DESPUES DE CITA,0,7,7,7,7,7,7,5,4,QUE PIENSA DE SI MISMO,7,8,9,8,7
198,0,214,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,4,5,5,5,5,5,4,4,QUE PIENSA DE SI MISMO,,,,,
198,0,215,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,4,5,5,6,6,5,6,4,QUE PIENSA DE SI MISMO,,,,,
198,0,216,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,3,4,5,6,6,7,5,4,QUE PIENSA DE SI MISMO,,,,,
198,0,217,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,6,5,7,5,5,6,4,3,QUE PIENSA DE SI MISMO,,,,,
198,0,218,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,5,4,5,5,4,5,4,4,QUE PIENSA DE SI MISMO,,,,,
198,0,219,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,5,4,5,4,4,4,4,4,QUE PIENSA DE SI MISMO,,,,,
198,0,220,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,3,2,8,4,5,4,2,2,QUE PIENSA DE SI MISMO,,,,,
198,0,221,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,3,5,6,4,5,5,3,3,QUE PIENSA DE SI MISMO,,,,,
198,0,222,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,2,3,4,2,3,2,2,2,QUE PIENSA DE SI MISMO,,,,,
198,0,223,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,4,4,4,4,4,5,4,3,QUE PIENSA DE SI MISMO,,,,,
198,0,224,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,4,5,5,4,3,3,4,4,QUE PIENSA DE SI MISMO,,,,,
198,0,225,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,4,6,7,7,6,6,5,4,QUE PIENSA DE SI MISMO,,,,,
198,0,226,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,8,7,7,6,6,6,6,4,QUE PIENSA DE SI MISMO,,,,,
198,0,227,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,5,5,5,5,5,5,6,4,QUE PIENSA DE SI MISMO,,,,,
198,0,228,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,8,8,8,8,8,5,6,6,QUE PIENSA DE SI MISMO,,,,,
198,0,229,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,6,6,8,6,6,5,6,4,QUE PIENSA DE SI MISMO,,,,,
198,0,230,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,5,5,5,5,5,6,5,6,QUE PIENSA DE SI MISMO,,,,,
198,0,231,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,5,5,5,4,4,5,5,4,QUE PIENSA DE SI MISMO,,,,,
198,0,232,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,4,4,4,4,4,2,2,1,QUE PIENSA DE SI MISMO,,,,,
198,0,233,0,23,4,8,5,China,,2,3,investment banking,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,QUE BUSCA ,15.38,19.23,17.31,19.23,9.62,19.23,DESPUES DE CITA,0,4,6,6,7,6,5,5,5,QUE PIENSA DE SI MISMO,,,,,
199,0,214,0,30,2,2,1,New York,"32,649.00",5,3,Historian,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1,QUE BUSCA ,17.5,17.5,20,12.5,20,12.5,DESPUES DE CITA,0,2,10,10,5,6,5,7,8,QUE PIENSA DE SI MISMO,9,6,9,5,9
